lead_id,lead_need,lead_owner,lead_budget,lead_source,lead_industry,lead_location,lead_authority,lead_companysize,lead_last_contacted,lead_conversion_history,lead_score,Converted,lead_interactions,lead_behavior_score,lead_engagemen_tscore,lead_conversion_outcome,lead_conversion_attempts
11,Urgent,AE 11,Medium,Inbound,Technology,EMEA,Influencer,Enterprise,2022-03-01,Failed,70,1,10,55,73,0,1
11,Critical,AE 6,Medium,Inbound,Finance,EMEA,Recommender,Small Business,2022-09-15,Failed,75,1,12,63,69,0,1
11,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Failed,60,1,15,75,75,0,2
11,Standard,AE 1,Medium,Outbound,Finance,APAC,Influencer,Small Business,2022-08-01,Successful,37,0,8,64,68,1,1
11,Standard,AE 6,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2022-09-15,Successful,25,0,10,50,70,1,2
11,Urgent,AE9,High,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-09-01,Successful,23,0,14,61,75,1,2
11,Standard,AE 5,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-07-15,Successful,60,1,9,69,55,0,2
11,Urgent,AE 5,High,Inbound,Technology,APAC,Influencer,Enterprise,2023-05-15,Failed,59,1,10,72,74,1,2
11,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-08-15,Successful,75,1,9,66,54,0,1
11,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,90,1,13,67,55,1,1
11,Standard,AE 7,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Failed,80,1,9,76,75,0,1
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-09-15,Successful,62,1,10,55,50,1,1
11,Standard,AE 6,Medium,Inbound,Retail,APAC,Influencer,Mid-Market,2023-03-15,Successful,59,1,9,62,51,1,2
11,Critical,AE9,Low,Inbound,Technology,APAC,Recommender,Mid-Market,2022-07-15,Successful,75,1,13,55,67,0,3
11,Urgent,AE 11,High,Inbound,Retail,EMEA,Influencer,Small Business,2022-08-15,"Successful, Failed",80,1,13,72,61,1,2
11,Standard,AE 4,Medium,Inbound,Healthcare,EMEA,Influencer,Small Business,2022-10-15,Successful,70,1,8,50,68,0,1
11,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2022-10-15,Successful,67,1,13,68,60,1,1
11,Urgent,AE 5,High,Inbound,Retail,APAC,Influencer,Enterprise,2023-04-01,Failed,70,1,13,56,55,0,1
11,Standard,AE 6,Medium,Outbound,Retail,EMEA,Decision Maker,Small Business,2022-12-15,Failed,53,1,14,48,46,0,1
11,Standard,AE 7,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-02-15,Failed,44,0,8,45,50,0,1
11,Urgent,AE 7,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-09-15,Successful,25,0,10,68,68,0,2
11,Urgent,AE 3,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-03-01,Failed,70,1,10,62,48,0,2
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-03-15,Successful,50,0,10,52,59,1,1
11,Critical,AE 8,Medium,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2023-05-15,Successful,70,1,13,58,52,1,3
11,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-05-01,Failed,69,1,11,68,75,1,2
11,Critical,AE 8,Low,Inbound,Technology,EMEA,Recommender,Mid-Market,2022-10-01,Failed,62,1,15,57,73,1,2
11,Urgent,AE 5,High,Inbound,Healthcare,EMEA,Influencer,Small Business,2023-03-15,Successful,75,1,13,72,68,1,1
11,Critical,AE 5,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-06-01,Successful,85,1,15,76,75,1,2
11,Standard,AE 5,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-06-15,Successful,75,1,10,58,58,0,2
11,Critical,AE 8,Low,Inbound,Technology,EMEA,Recommender,Enterprise,2022-04-01,Successful,90,1,14,76,75,0,2
11,Critical,AE 8,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-07-15,Failed,52,1,11,75,70,0,1
11,Standard,AE 7,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-01-15,Successful,66,1,10,70,50,0,2
11,Urgent,AE 6,High,Inbound,Healthcare,EMEA,Recommender,Enterprise,2023-03-15,Failed,30,0,15,74,69,0,2
11,Standard,AE 7,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-05-15,"Successful, Failed",35,0,8,51,52,1,2
11,Standard,AE 6,High,Inbound,Finance,EMEA,Influencer,Small Business,2023-01-01,Failed,60,1,12,70,60,1,1
11,Urgent,AE 11,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-07-01,"Successful, Failed",30,0,10,54,50,0,1
11,Standard,AE 6,High,Inbound,Technology,APAC,Recommender,Mid-Market,2023-02-15,Failed,60,1,11,59,54,0,2
11,Standard,AE 11,Medium,Customer Referral,Finance,APAC,Influencer,Small Business,2022-01-01,Successful,55,1,10,58,49,0,1
11,Standard,AE 6,Medium,Inbound,Technology,EMEA,Influencer,Small Business,2023-05-15,"Successful, Failed",48,0,8,54,49,0,1
11,Standard,AE 8,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-07-15,Failed,25,0,9,55,52,0,2
11,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-09-15,Failed,28,0,8,45,51,0,1
11,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-07-01,Successful,55,1,9,51,50,0,2
11,Standard,AE 6,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2023-02-01,Failed,30,0,10,55,67,1,2
11,Urgent,AE 1,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2023-02-01,"Successful, Failed",60,1,13,58,53,0,2
11,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-08-15,Failed,65,1,9,46,50,0,1
11,Standard,AE 11,Medium,Inbound,Retail,Other,Decision Maker,Enterprise,2022-06-15,Failed,56,1,10,65,73,0,2
11,Standard,AE 4,Medium,Inbound,Retail,AMER,Influencer,Small Business,2022-11-15,Successful,12,0,9,46,55,1,1
11,Urgent,AE 4,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2023-05-15,Failed,10,0,11,60,68,1,2
11,Standard,AE 11,Low,Inbound,Healthcare,APAC,Influencer,Small Business,2022-09-15,Failed,60,1,10,70,64,1,1
11,Urgent,AE9,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-01-01,Failed,75,1,11,69,68,1,2
11,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Successful,85,1,13,70,73,0,2
11,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-02-01,Failed,45,0,12,58,63,0,2
11,Standard,AE 4,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2023-03-01,Successful,26,0,9,48,52,1,1
11,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-10-15,Successful,25,0,8,47,50,1,2
11,Critical,AE 4,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Failed,70,1,13,70,73,0,2
11,Standard,AE 8,Medium,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2023-07-15,Failed,37,0,10,72,53,0,1
11,Urgent,AE 6,High,Inbound,Technology,APAC,Influencer,Enterprise,2022-03-01,Failed,80,1,13,68,73,0,2
11,Critical,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Mid-Market,2022-04-01,"Successful, Failed",75,1,11,72,61,1,2
11,Standard,AE 8,Medium,Inbound,Healthcare,EMEA,Recommender,Small Business,2023-06-15,Successful,60,1,13,71,68,1,2
11,Urgent,AE 6,Medium,Inbound,Finance,AMER,Influencer,Enterprise,2023-01-01,Successful,69,1,13,58,74,0,1
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-12-15,Successful,30,0,9,50,59,1,1
11,Urgent,AE 8,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-05-15,Failed,60,1,10,58,73,1,2
11,Critical,AE 6,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-01-01,Successful,75,1,13,76,68,1,2
11,Critical,AE 6,Low,Inbound,Healthcare,EMEA,Influencer,Small Business,2022-07-01,Successful,47,0,9,50,55,1,2
11,Critical,AE 3,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Failed,75,1,15,72,62,0,2
11,Urgent,AE 6,Medium,Inbound,Technology,APAC,Decision Maker,Small Business,2023-02-01,Successful,75,1,13,71,68,0,1
11,Standard,AE 11,Low,Inbound,Finance,EMEA,Recommender,Mid-Market,2022-09-15,Successful,58,1,10,59,57,1,2
11,Urgent,AE 4,High,Partner Referral,Finance,AMER,Decision Maker,Small Business,2022-03-15,Successful,73,1,14,54,58,1,1
11,Critical,AE 5,Low,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-07-01,Successful,75,1,15,70,62,1,1
11,Critical,AE 5,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Failed,70,1,14,72,75,0,2
11,Urgent,AE 5,Medium,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-15,Successful,60,1,9,62,50,0,2
11,Critical,AE 11,High,Inbound,Healthcare,APAC,Influencer,Mid-Market,2022-12-01,Failed,70,1,13,50,60,0,2
11,Critical,AE 4,Low,Partner Referral,Healthcare,AMER,Recommender,Mid-Market,2023-04-01,Failed,60,1,10,68,75,1,2
11,Urgent,AE 7,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-07-15,Failed,60,1,13,59,54,1,2
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-03-15,"Successful, Failed",60,1,9,50,60,1,1
11,Urgent,AE 1,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2023-08-01,Failed,70,1,14,77,70,1,2
11,Standard,AE 4,Low,Inbound,Healthcare,APAC,Decision Maker,Small Business,2023-06-01,Failed,32,0,11,67,71,1,2
11,Standard,AE 4,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-03-15,Successful,35,0,10,55,50,0,2
11,Critical,AE 8,Low,Inbound,Healthcare,AMER,Recommender,Mid-Market,2022-10-01,Failed,60,1,12,58,68,0,2
11,Standard,AE 7,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-10-15,"Successful, Failed",30,0,9,58,49,1,2
11,Urgent,AE 8,High,Inbound,Technology,Other,Decision Maker,Enterprise,2022-08-15,Failed,73,1,11,70,56,0,1
11,Standard,AE 8,Medium,Outbound,Finance,EMEA,Influencer,Small Business,2022-05-15,Failed,75,1,10,50,63,0,2
11,Urgent,AE 1,Medium,Inbound,Retail,EMEA,Recommender,Small Business,2023-08-01,Failed,75,1,13,71,78,1,2
11,Urgent,AE 11,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,85,1,11,71,75,0,1
11,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Successful,60,1,10,55,69,1,1
11,Standard,AE 11,Medium,Inbound,Finance,Other,Influencer,Small Business,2022-01-15,Failed,72,1,13,55,49,0,1
11,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-09-15,Successful,25,0,10,48,48,0,2
11,Critical,AE 6,Low,Inbound,Healthcare,APAC,Recommender,Mid-Market,2022-10-01,Failed,65,1,15,69,75,1,2
11,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-05-15,Successful,75,1,10,55,64,1,1
11,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-08-01,Successful,90,1,11,71,61,1,1
11,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-05-01,Successful,30,0,11,55,60,0,1
11,Urgent,AE 2,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2023-03-15,Failed,73,1,11,68,69,0,1
11,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Failed,75,1,9,45,52,0,1
11,Standard,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-03-01,Failed,75,1,14,74,62,0,2
11,Standard,AE 6,Medium,Inbound,Retail,EMEA,Recommender,Small Business,2022-05-15,Successful,50,0,9,58,68,0,1
11,Standard,AE 8,Medium,Inbound,Finance,APAC,Influencer,Enterprise,2023-08-15,Successful,25,0,11,70,64,1,1
11,Standard,AE 8,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-09-01,Failed,65,1,10,76,70,0,1
11,Standard,AE 6,Medium,Inbound,Finance,Other,Influencer,Small Business,2023-02-01,Successful,60,1,10,68,72,0,1
11,Standard,AE 6,Medium,Inbound,Healthcare,EMEA,Influencer,Small Business,2022-08-15,Failed,60,1,9,50,73,0,1
11,Critical,AE9,High,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2022-10-01,Failed,60,1,13,58,68,0,1
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Failed,60,1,10,50,50,0,1
11,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-08-01,"Successful, Failed",71,1,10,54,55,1,2
11,Standard,AE 6,Low,Inbound,Retail,AMER,Decision Maker,Small Business,2023-07-15,"Successful, Failed",60,1,9,50,47,0,1
11,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-07-15,"Successful, Failed",58,1,13,55,58,1,1
11,Standard,AE 7,Medium,Customer Referral,Retail,EMEA,Influencer,Small Business,2022-05-15,"Successful, Failed",26,0,10,58,50,1,2
11,Urgent,AE 5,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-12-15,Successful,25,0,13,75,75,1,2
11,Standard,AE 7,Low,Inbound,Finance,APAC,Recommender,Mid-Market,2023-03-15,Failed,60,1,9,55,68,0,2
11,Standard,AE 6,Medium,Inbound,Healthcare,APAC,Influencer,Small Business,2022-09-15,Successful,65,1,11,50,59,1,2
11,Standard,AE 1,Low,Employee Referral,Healthcare,EMEA,Recommender,Small Business,2023-04-01,Successful,62,1,15,72,74,0,2
11,Standard,AE 5,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-01-15,Successful,37,0,11,64,62,1,1
11,Urgent,AE 1,High,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2023-04-01,Successful,75,1,15,68,70,0,1
11,Critical,AE 6,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2023-03-15,Successful,65,1,13,72,68,1,2
11,Critical,AE 3,Medium,Employee Referral,Finance,AMER,Decision Maker,Small Business,2022-09-15,Failed,51,1,10,53,74,1,2
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-03-15,Successful,70,1,10,62,49,1,1
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-10-15,Successful,65,1,10,70,67,0,1
11,Standard,AE 7,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-01-15,"Successful, Failed",30,0,8,50,48,1,2
11,Urgent,AE 3,Low,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-10-01,Failed,45,0,11,63,58,1,2
11,Urgent,AE 2,Medium,Inbound,Finance,EMEA,Decision Maker,Enterprise,2022-05-01,Failed,60,1,12,65,55,1,2
11,Standard,AE 11,Medium,Customer Referral,Finance,EMEA,Decision Maker,Small Business,2023-04-15,Successful,60,1,10,58,52,1,1
11,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-12-15,Failed,61,1,12,50,75,0,1
11,Standard,AE 4,Low,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-01-15,"Successful, Failed",38,0,10,51,62,1,2
11,Standard,AE 5,High,Inbound,Finance,EMEA,Decision Maker,Enterprise,2023-06-01,"Successful, Failed",10,0,13,50,55,1,2
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-02-01,Successful,60,1,10,66,60,0,1
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-11-15,"Successful, Failed",73,1,9,58,55,1,2
11,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-08-01,Successful,75,1,9,70,58,1,1
11,Standard,AE 4,Medium,Inbound,Retail,APAC,Influencer,Small Business,2023-03-01,Successful,70,1,10,50,54,0,1
11,Standard,AE 8,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-01-15,Successful,65,1,9,49,73,1,2
11,Standard,AE 4,Medium,Inbound,Finance,Other,Influencer,Small Business,2022-09-15,Successful,75,1,8,64,60,1,1
11,Urgent,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-02-01,Failed,48,0,12,50,75,1,3
11,Urgent,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-01,"Successful, Failed",75,1,10,72,60,0,1
11,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-04-01,Successful,57,1,10,55,75,1,2
11,Standard,AE 6,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-09-01,Successful,70,1,9,58,49,0,2
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2022-05-15,Successful,65,1,12,50,68,0,1
11,Critical,AE 8,Low,Inbound,Healthcare,EMEA,Influencer,Mid-Market,2023-08-01,Failed,75,1,13,68,79,0,3
11,Urgent,AE 11,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-08-15,Failed,10,0,10,64,60,0,1
11,Critical,AE 6,Low,Partner Referral,Healthcare,EMEA,Decision Maker,Enterprise,2022-09-01,Failed,67,1,14,68,73,0,2
11,Critical,AE 8,Low,Inbound,Healthcare,APAC,Recommender,Mid-Market,2022-11-15,Successful,70,1,13,68,78,0,1
11,Standard,AE 5,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2022-12-15,Successful,70,1,11,58,56,1,2
11,Urgent,AE 11,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Successful,30,0,10,49,60,0,2
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-08-01,Failed,80,1,10,55,74,0,1
11,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-02-01,Successful,70,1,15,58,68,1,2
11,Standard,AE 4,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2022-10-01,Failed,64,1,13,58,60,1,1
11,Standard,AE 3,High,Inbound,Retail,EMEA,Recommender,Enterprise,2022-06-01,Successful,41,0,13,55,75,1,2
11,Critical,AE 5,Low,Inbound,Finance,EMEA,Influencer,Small Business,2023-03-15,Successful,60,1,13,49,62,1,2
11,Standard,AE 6,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2022-06-15,Successful,36,0,10,64,48,0,1
11,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-10-15,Successful,70,1,11,60,60,1,1
11,Critical,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-10-01,Failed,39,0,14,58,70,1,2
11,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-08-15,Failed,70,1,10,58,59,0,2
11,Critical,AE9,Low,Inbound,Technology,EMEA,Recommender,Enterprise,2022-04-01,Successful,69,1,14,70,74,0,3
11,Standard,AE 8,Low,Employee Referral,Technology,EMEA,Recommender,Mid-Market,2022-01-15,Successful,70,1,12,50,59,1,2
11,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-03-01,Successful,68,1,12,58,68,1,1
11,Standard,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2022-07-15,Failed,75,1,14,49,76,0,2
11,Standard,AE 5,Low,Inbound,Technology,APAC,Recommender,Small Business,2023-05-15,Successful,75,1,12,58,61,1,1
11,Critical,AE 8,Low,Inbound,Technology,EMEA,Recommender,Mid-Market,2022-02-01,Failed,32,0,13,63,73,0,2
11,Critical,AE9,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-10-01,Successful,48,0,13,56,62,1,3
11,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Failed,30,0,11,70,55,1,2
11,Standard,AE 10,Medium,Inbound,Retail,AMER,Influencer,Small Business,2023-08-15,Successful,56,1,10,45,48,1,2
11,Critical,AE 8,High,Inbound,Technology,EMEA,Influencer,Mid-Market,2022-04-15,Failed,70,1,10,69,75,1,2
11,Critical,AE 3,Low,Inbound,Healthcare,AMER,Recommender,Mid-Market,2022-08-01,Successful,65,1,14,72,75,1,3
11,Urgent,AE 3,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Failed,85,1,14,64,66,1,1
11,Standard,AE 8,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-07-15,Failed,60,1,10,48,52,0,1
11,Urgent,AE 6,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-07-01,Successful,80,1,10,58,65,0,2
11,Standard,AE 6,High,Inbound,Finance,EMEA,Decision Maker,Enterprise,2022-11-15,Successful,85,1,10,67,68,1,1
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-01,Successful,42,0,10,51,59,0,1
11,Standard,AE 4,Medium,Inbound,Finance,Other,Influencer,Small Business,2022-10-01,Successful,35,0,14,72,52,0,2
11,Critical,AE 6,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2022-06-01,Failed,81,1,15,55,75,1,3
11,Critical,AE 1,Low,Outbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-12-15,Successful,85,1,11,67,70,0,3
11,Standard,AE 2,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-06-15,Failed,75,1,9,48,56,1,1
11,Critical,AE 8,Low,Inbound,Finance,EMEA,Recommender,Mid-Market,2022-03-15,Failed,88,1,13,72,52,0,2
11,Standard,AE 8,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-01-15,Successful,66,1,12,68,57,1,1
11,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,80,1,13,70,68,1,2
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-06-15,Failed,54,1,10,58,68,0,1
11,Critical,AE 4,Low,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2022-12-01,Failed,61,1,9,58,70,1,2
11,Standard,AE 6,Low,Inbound,Finance,APAC,Influencer,Mid-Market,2023-02-01,"Successful, Failed",75,1,14,72,62,1,1
11,Standard,AE 8,High,Inbound,Finance,EMEA,Influencer,Small Business,2022-12-15,Successful,60,1,10,72,55,1,1
11,Standard,AE 2,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2022-02-15,Failed,60,1,10,70,51,0,1
11,Urgent,AE 8,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Successful,79,1,13,70,68,1,2
11,Standard,AE 11,Medium,Drift,Finance,EMEA,Influencer,Enterprise,2022-05-15,Successful,68,1,9,52,52,1,1
11,Critical,AE9,High,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2023-08-01,Successful,73,1,15,73,76,0,2
11,Critical,AE 8,Low,Outbound,Retail,AMER,Recommender,Mid-Market,2022-05-01,Failed,57,1,12,65,74,1,2
11,Standard,AE 7,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-09-01,Failed,60,1,13,58,68,0,1
11,Critical,AE 3,Medium,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-10-15,"Successful, Failed",60,1,12,73,73,0,2
11,Urgent,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Enterprise,2022-05-15,Failed,68,1,10,53,63,1,2
11,Critical,AE 6,Low,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-08-15,Failed,65,1,11,58,73,0,2
11,Standard,AE 11,Medium,Customer Referral,Finance,Other,Decision Maker,Small Business,2022-01-01,"Successful, Failed",53,1,10,58,68,0,1
11,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-05-15,Successful,67,1,10,70,58,1,1
11,Standard,AE 5,Medium,Drift,Finance,AMER,Influencer,Small Business,2023-03-15,Successful,59,1,9,57,60,1,1
11,Urgent,AE 5,High,Inbound,Retail,AMER,Decision Maker,Enterprise,2022-03-01,Failed,63,1,11,76,78,0,2
11,Standard,AE 7,Medium,Inbound,Finance,AMER,Influencer,Small Business,2023-08-15,Successful,65,1,10,50,50,0,2
11,Urgent,AE 7,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-07-01,Successful,70,1,10,66,68,1,1
11,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Successful,65,1,10,50,61,1,1
11,Standard,AE 6,Low,Inbound,Finance,APAC,Influencer,Small Business,2023-04-15,Successful,48,0,9,50,60,1,1
11,Urgent,AE 11,Medium,Employee Referral,Technology,EMEA,Decision Maker,Small Business,2022-01-01,"Successful, Failed",75,1,11,68,52,0,1
11,Critical,AE 6,Low,Partner Referral,Healthcare,AMER,Recommender,Mid-Market,2022-04-01,Successful,75,1,15,76,76,1,2
11,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Enterprise,2022-07-15,Failed,60,1,10,50,75,0,2
11,Urgent,AE 3,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-07-01,Successful,83,1,13,76,75,0,2
11,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-06-15,Failed,43,0,11,50,52,1,1
11,Standard,AE 10,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-06-15,Successful,30,0,9,58,51,1,2
11,Critical,AE 5,Low,Inbound,Healthcare,AMER,Influencer,Enterprise,2022-07-01,Successful,65,1,13,70,65,1,2
11,Urgent,AE 2,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-01-01,Successful,65,1,13,58,73,1,2
11,Standard,AE 6,Medium,Inbound,Finance,Other,Influencer,Small Business,2022-07-01,Failed,72,1,10,58,59,0,1
11,Standard,AE 2,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2023-05-15,"Successful, Failed",68,1,9,50,50,1,2
11,Standard,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2023-02-01,Failed,10,0,8,49,49,0,2
11,Critical,AE 11,High,Inbound,Technology,EMEA,Influencer,Enterprise,2022-05-01,"Successful, Failed",60,1,10,72,66,1,2
11,Standard,AE 7,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-07-01,Failed,60,1,11,52,75,0,2
11,Standard,AE 4,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-03-15,Failed,60,1,10,49,57,1,2
11,Standard,AE 10,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-03-15,"Successful, Failed",41,0,10,45,55,1,2
11,Urgent,AE 7,Medium,Inbound,Finance,EMEA,Recommender,Enterprise,2022-06-01,Successful,71,1,13,68,68,1,2
11,Standard,AE 6,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-09-01,Failed,30,0,13,61,59,1,2
11,Critical,AE 4,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-05-15,Successful,65,1,8,55,52,0,2
